-0.07849452	-0.056767125	0.010682953	0.008496555	-0.09017733	0.004473416	0.017640008	0.02244706	-0.054867458	-0.01884649	-0.007963263	0.015894266	0.04966002	-0.01345477	0.015777228	0.010304375
-0.045365915	-0.05723781	0.020524494	-0.0022495405	-0.09850497	0.046635672	0.0005640308	-0.015170475	-0.04167679	0.03123774	-0.059323717	0.012587287	-0.023269072	0.0033932924	-0.021639561	0.025556153
-0.084474236	-0.095494516	-0.037623063	0.0708359	-0.047533963	0.006581727	0.051917642	-0.058449753	-0.05084678	-0.006701621	-0.033535678	-0.013941985	-0.021865154	0.04071571	0.0036500515	-0.003071926
-0.11737058	-0.08835643	0.052312937	-0.005694696	-0.09618743	0.08445864	-0.033989362	-0.043362133	-0.06899958	0.04842207	0.021834223	0.014670181	0.0041420986	0.025785675	0.036307786	0.050118495
-0.0490353	-0.030753514	0.026727306	0.03900646	-0.052861717	-0.009933745	0.032105204	0.013653879	-0.084242366	0.033749104	-0.05706924	0.01808847	0.032396268	-0.026644189	-0.028348196	0.038409594
-0.06522962	-0.10597157	-0.060804944	-0.0002505668	-0.079290174	0.013965846	0.0010807796	-0.028929463	-0.034657877	-0.05307731	0.016106589	0.08523863	-0.027235445	0.027434662	-0.046967555	-0.030587463
-0.08763365	-0.0034369251	0.0107756825	0.03680802	-0.09607239	0.031018946	0.0063324356	-0.04564461	0.018433943	0.043481376	-0.07433467	0.0012402746	-0.054178677	-0.04499427	-0.006571267	-0.026441602
-0.089392856	-0.03943271	0.00089204794	0.006674566	-0.09013446	0.061491344	0.025812104	0.0035703601	-0.036274433	0.05281453	0.019484423	0.033207577	0.042576864	0.05621108	-0.02142426	-0.016878428
-0.021854632	-0.10842472	0.0043144766	0.03444592	-0.11282215	0.061340813	0.027347777	0.0079472065	-0.01953499	0.07247074	-0.005510324	0.018595792	-0.053463943	-0.014708028	0.0047304668	0.023340603
-0.001641366	0.00026497955	0.005424315	0.025184404	-0.061063025	0.06321033	0.062471263	-0.0030342839	-0.043989662	-0.022569291	-0.056365583	0.03330018	-0.04990228	0.029570123	0.004652639	0.022691453
-0.008547958	0.022348387	0.018853234	0.008408763	-0.04885469	-0.0028899629	0.008134953	-0.023858752	-0.026088413	0.0060194237	-0.049936824	-0.030416014	0.036450867	-0.04667675	0.03974948	0.030455787
-0.05493684	-0.10273627	-0.032625765	0.021557948	-0.028595835	0.056288674	0.030975513	0.031862646	-0.07350014	0.048384827	-0.025680631	0.007206782	-0.02365794	-0.070982695	-0.0012024719	-0.022417987
-0.0073439428	-0.08524234	0.07909695	-0.03470255	-0.061254937	0.006351123	-0.028850084	-0.0052383575	-0.07219412	0.0806438	-0.07612325	-0.055780128	-0.025714194	0.06756472	0.01596872	0.012573197
-0.12075001	-0.026406836	0.046780504	-0.0033794448	-0.0033446413	-0.031222107	-0.05263505	0.014552584	0.027454855	0.07232696	-0.09662789	0.0247572	0.005734507	-0.025621481	-0.043187894	-0.07754657
-0.038600527	0.04602366	-0.023704585	0.06239183	-0.07709116	0.07858891	0.008063221	-0.013166609	0.010277579	0.060135875	-0.017158512	0.03089383	-0.02916793	0.061912	0.010345096	0.013708525
-0.04845004	-0.092477165	0.05265434	-0.07982287	-0.019787354	-0.019359903	0.02369588	-0.02906617	-0.027972547	0.010378203	-0.0076559633	-0.01443574	-0.0101145245	-0.026808277	-0.033324916	0.048809666
-0.07140168	-0.08716996	-0.014307813	-0.02442892	-0.08630668	-0.011829018	-0.042010535	-0.06713545	-0.054721884	0.047157574	0.02454412	0.04356898	-0.022147967	0.09255025	0.027986558	0.044652082
-0.06906027	-0.097402215	-0.06631429	-0.0026405912	-0.10494016	0.0014501252	0.032129165	0.037092667	-0.045519385	0.009563481	-0.039465044	-0.006336978	0.016705243	0.022795288	-0.009066977	-0.06500265
-0.06832725	0.0011334787	-0.022358721	-0.0024339054	-0.018653797	0.025330273	-0.06437757	0.071061686	-0.12047338	-0.02449954	-0.04761608	0.01951314	0.040951528	-0.022680175	0.03815569	0.02823388
-0.034867685	-0.027247606	-0.023909265	-0.05893855	-0.15532412	0.0053595006	0.05244086	-0.0036067192	-0.051569898	-0.002200302	-0.0710894	-0.045163173	-0.049872506	-0.012950053	0.032208133	-0.02155753
-0.12667081	-0.09238239	-0.014612662	0.06702985	-0.085993715	-0.017632354	-0.023849122	-0.03797229	0.015465039	-0.0010436462	0.04676199	0.05249415	-0.013859095	-0.014922131	0.010924337	-0.02116775
0.032467082	-0.1140309	0.112253144	0.020637851	-0.15527683	0.011617891	0.029632222	0.04619533	0.061131578	0.071278535	0.09203081	-0.0016970303	0.03039256	-0.022878623	-0.040803555	0.004169721
-0.022962907	0.016693763	-0.028400214	0.012720046	-0.041535642	0.09242683	-0.004254457	-0.025475752	0.05914104	-0.059942745	-0.03254862	-0.08614348	0.0020896865	0.12082032	0.10410685	0.07017537
-0.13868266	-0.032908384	-0.046339512	-0.024100903	0.007985354	0.033609197	0.034700256	-0.02894757	0.048095807	0.059477642	0.017561197	0.05533546	0.02027085	0.026381938	0.012372976	-0.057032418
-0.12975153	-0.09316376	-0.00031829427	0.009712429	-0.11625953	0.025770273	0.034265224	0.02130574	0.042491566	0.002712414	-0.003317309	-0.014625353	-0.022701437	0.10170184	0.029167466	0.005379752
-0.10617219	0.0005050925	0.00019734056	-0.020807607	-0.069166	-0.04933726	0.044699997	-0.019147772	-0.04655628	-0.034517944	0.062419478	0.08842386	-0.021778412	0.0093486095	-0.004658044	-0.07833776
-0.06399137	-0.05063722	-0.0055735284	0.019138914	0.050909102	0.028402003	0.054486226	-0.047228232	0.047485452	0.038545758	0.008476936	-0.0013782114	0.10739125	0.047048047	0.013855395	0.030481065
-0.035571124	-0.026478777	0.021153176	0.01158912	0.0122203035	-0.03299154	-0.026253339	0.030961458	-0.09089999	-0.011951384	0.024437806	0.09409565	0.07602147	-0.00657648	0.028389059	-0.036832966
-0.0021313159	-0.0021596134	0.061903484	-0.06649301	-0.015456779	0.019845758	-0.024254572	-0.03184174	0.04730234	0.014771984	-0.043858577	-0.05146342	-0.0026788984	-0.04248398	-0.0035976395	0.025210308
-0.010397622	-0.06034571	0.04836333	0.13358547	-0.03425489	0.0049449373	-0.0015131147	0.006567316	-0.061536174	0.0152887115	-0.092359856	0.07199122	0.0025548884	0.0478903	-0.040555146	-0.02551269
-0.11446814	-0.11916864	0.040955003	-0.06914856	-0.0741515	0.019819336	0.07689259	-0.017073834	-0.056257095	0.026585558	-0.058440134	0.031907648	0.04631992	0.01349085	-0.08707761	-0.038372632
0.015715636	-0.14227454	0.01906731	-0.023484226	-0.024475524	0.039643824	-0.06974685	0.012298207	-0.09999546	0.07785179	-0.03782164	0.08038113	0.0110570155	0.12037072	0.039789453	0.023375208
0.024413269	-0.052747738	-0.046867155	-0.025143364	0.05383433	0.05295891	-0.056490038	-0.022975644	0.1030247	0.03039119	0.019745536	0.048490103	0.067606345	-0.058081016	-0.08142095	0.054165974
-0.038067084	-0.01216141	-0.04129174	0.083703	-0.07157083	-0.0033064296	-0.025013676	0.015042147	0.038746964	0.05277944	0.02279979	0.07813693	-0.0038287814	-0.014263511	0.0041292156	-0.06370553
-0.026602471	-0.051459022	-0.044169843	-0.012573934	-0.06750566	0.057107918	0.021499049	0.048322625	0.070971765	-0.036662813	0.004865066	-0.05673089	-0.0876323	-0.07481572	0.073437616	-0.0116588455
-0.031048028	0.049619302	0.06004515	0.06265438	-0.0351594	-0.070225015	0.13463661	-0.043677196	0.011588043	0.008867596	0.007269909	-0.04459277	0.07201313	-0.06609311	-0.06343431	0.06550554
-0.09192698	-0.11797412	0.06153984	0.010251395	-0.06501444	0.018719386	0.08212968	0.034399576	0.06590903	0.008440824	-0.036678586	-0.11111552	-0.044800475	-0.025246777	0.0009359935	0.0070080524
